queryNo|tables|conditions|subqueries|joins|paths|functions|total columns|used columns|query
1196|1|1|0|0|-1|0|75|1|select `has_variants` from `tabItem` where `name` = '_Test PPT Item Raw D' order by modified desc
1197|1|2|0|0|-1|0|44|2|SELECT * FROM `tabCustom Field` WHERE dt = 'SMS Log' AND docstatus < 2
1198|1|1|0|0|-1|0|17|1|select `costing_rate`, `billing_rate` from `tabActivity Type` where `activity_type` = '_Test Activity Type' order by modified desc
1199|1|1|0|0|-1|0|38|1|select `description` from `tabBOM` where `name` = 'Test Item for Merging 2' order by modified desc
1200|1|3|0|0|-1|0|30|3|select * from `tabDocPerm` where `parenttype` = 'DocType' and `parent` = 'DocType' and `parentfield` = 'permissions' order by idx asc
1201|1|6|0|0|-1|0|36|6|select name from `tabGL Entry` where voucher_type='Journal Entry' and voucher_no = 'JV-00002' and account='_Test Write Off - _TC' and cost_center='_Test Cost Center - _TC' and debit = 0 and credit = '.01'
1202|1|1|0|0|-1|0|29|1|select `freeze_account` from `tabAccount` where `name` = 'Travel Expenses - 7cQ' order by modified desc
1203|1|1|0|0|-1|0|27|1|select `name` from `tabItem Group` where `name` = 'Test Item for Merging 2' order by modified desc
1204|1|11|0|0|-1|0|25|5|select name, from_time, to_time from `tabCourse Schedule` where `student_group`='TC-TP-2014-2015-2014-2015 (_Test Academic Term)' and schedule_date = '2017-02-09' and ( (from_time > '3:50:00' and from_time < '4:50:00') or (to_time > '3:50:00' and to_time < '4:50:00') or ('3:50:00' > from_time and '3:50:00' < to_time) or ('3:50:00' = from_time and '4:50:00' = to_time)) and name!='SH00042'
1205|1|1|0|0|-1|0|29|1|select `account_currency` from `tabAccount` where `name` = '_Test Exchange Gain/Loss - CFEC' order by modified desc
1206|1|2|0|0|-1|0|29|2|select name from `tabAccount` where lft <= 817 and rgt >= 818
1207|1|2|0|0|-1|0|29|2|select name from `tabAccount` where lft <= 357 and rgt >= 358
1208|1|1|0|0|-1|0|36|1|select `name` from `tabGL Entry` where `account` = '_Test Account Excise Duty - CFEC' order by modified desc
1209|1|1|0|0|-1|0|57|1|select `name` from `tabDocType` where `name` = 'Country' order by modified desc
1210|1|3|0|0|-1|0|26|3|select * from `tabPurchase Taxes and Charges` where `parenttype` = 'Purchase Order' and `parent` = 'PO-00005' and `parentfield` = 'taxes' order by idx asc
1211|1|2|0|0|-1|0|36|2|select voucher_detail_no, serial_no, actual_qty, warehouse from `tabStock Ledger Entry` where voucher_type='Purchase Receipt' and voucher_no='PREC-00011'
1212|1|3|0|0|-1|0|12|3|select `name` from `tabDynamic Link` where `parenttype` = 'Address' and `link_name` = '_Test Lead' and `link_doctype` = 'Lead' order by modified desc
1213|1|2|0|0|-1|0|27|2|select name, event, method from `tabEmail Alert` where `tabEmail Alert`.document_type = 'HR Settings' and `tabEmail Alert`.enabled = 1.0 order by `tabEmail Alert`.`modified` DESC
1214|2|4|1|0|-1|0|41|6|select parent, (select `is_primary_address` from tabAddress a where a.name=dl.parent) as `is_primary_address` from `tabDynamic Link` dl where link_doctype='Customer' and link_name='_Test Customer' and parenttype = 'Address'
1215|1|1|0|0|-1|0|86|1|select `currency` from `tabPurchase Order` where `name` = 'PO-00003' order by modified desc
1216|1|1|0|0|-1|0|29|1|select `name` from `tabAccount` where `name` = 'Capital Stock - _TC2' order by modified desc
1217|1|4|0|0|-1|0|11|4|select name from `tabUserRole` where parent='test1@example.com' and parenttype='User' and parentfield='user_roles' and name not in ('96cbb251e9','de6834dd76')
1218|1|1|0|0|-1|0|25|1|select * from `tabToDo` where `name` = '2f5d282b6f' order by modified desc
1219|1|1|0|0|-1|0|29|1|select `balance_must_be` from `tabAccount` where `name` = 'Sales - _TC' order by modified desc
1220|1|1|0|0|-1|0|75|1|select `item_group`, `brand` from `tabItem` where `name` = '_Test Mix Product Bundle' order by modified desc
1221|1|2|0|0|-1|0|36|2|select voucher_detail_no, serial_no, actual_qty, warehouse from `tabStock Ledger Entry` where voucher_type='Purchase Receipt' and voucher_no='PREC-00012'
1222|1|1|0|0|-1|0|90|1|select * from `tabSales Order` where `name` = '_T-Sales Order-00001' order by modified desc
1223|1|11|0|0|-1|0|25|5|select name, from_time, to_time from `tabCourse Schedule` where `student_group`='TC-TP-2014-2015-2014-2015 (_Test Academic Term)' and schedule_date = '2017-02-09' and ( (from_time > '1:30:00' and from_time < '2:30:00') or (to_time > '1:30:00' and to_time < '2:30:00') or ('1:30:00' > from_time and '1:30:00' < to_time) or ('1:30:00' = from_time and '2:30:00' = to_time)) and name!='SH00014'
1224|1|3|0|0|-1|0|19|3|select `name` from `tabPrice List` where `selling` = 1 and `enabled` = 1 and `name` = 'Standard Selling' order by modified desc
1225|1|1|0|0|-1|0|29|1|select `name` from `tabAccount` where `name` = 'Sales Expenses - WP' order by modified desc
1226|1|1|0|0|-1|0|33|1|select * from `tabCustom DocPerm` where `tabCustom DocPerm`.parent = 'Training Event' order by `tabCustom DocPerm`.`modified` ASC
1227|1|1|0|0|-1|0|86|1|select modified, docstatus from `tabPurchase Order` where name = 'PO-00003' for update
1228|1|1|0|0|-1|0|29|1|select `name`, `is_group`, `company` from `tabAccount` where `name` = 'Loans (Liabilities) - _TC2' order by modified desc
1229|1|1|0|0|-1|0|19|1|select * from `tabBOM Explosion Item` where `name` = '9999c04e23' order by modified desc
1231|1|3|0|0|-1|0|24|3|select * from `tabPurchase Receipt Item Supplied` where `parenttype` = 'Purchase Receipt' and `parent` = '_T-Purchase Receipt-00001' and `parentfield` = 'supplied_items' order by idx asc
1232|1|1|0|0|-1|0|29|1|select `freeze_account` from `tabAccount` where `name` = 'Write Off - CFEC' order by modified desc
1233|1|1|0|0|-1|0|57|1|select * from `tabDocType` where `name` = 'Top Bar Item' order by modified desc
1234|1|1|0|0|-1|0|21|1|select lft, rgt from `tabCost Center` where name='_Test Company 1 - _TC1'
1235|1|2|0|0|-1|0|36|2|select voucher_detail_no, serial_no, actual_qty, warehouse from `tabStock Ledger Entry` where voucher_type='Purchase Receipt' and voucher_no='PREC-00013'
1236|3|5|0|2|-1|2|131|6|select bom_item.item_code, item.item_name, sum(bom_item.qty/ifnull(bom.quantity, 1)) * 2 as qty, item.description, item.image, item.stock_uom, item.default_warehouse, item.expense_account as expense_account, item.buying_cost_center as cost_center from `tabBOM Scrap Item` bom_item, `tabBOM` bom, `tabItem` item where bom_item.parent = bom.name and bom_item.docstatus < 2 and bom_item.parent = 'BOM-_Test FG Item-001' and item.name = bom_item.item_code and is_stock_item = 1 group by item_code, stock_uom
1237|1|1|0|0|-1|0|75|1|select is_stock_item, is_sub_contracted_item, end_of_life, disabled from `tabItem` where name='_Test Item Home Desktop 100'
1238|1|3|0|0|-1|0|12|3|select * from `tabSalary Component Account` where `parenttype` = 'Salary Component' and `parent` = 'Provident Fund' and `parentfield` = 'accounts' order by idx asc
1239|1|1|0|0|-1|0|57|1|select `module`, `custom` from `tabDocType` where `name` = 'Purchase Order Item Supplied' order by modified desc
1240|1|1|0|0|-1|0|71|1|select `bank_name`, `bank_ac_no` from `tabEmployee` where `name` = 'EMP-0005' order by modified desc
1242|1|2|0|0|-1|0|29|2|select * from `tabAccount` where lft=837 or rgt=838
1243|1|1|0|0|-1|0|29|1|select * from `tabAccount` where `name` = 'Expenses - WP' order by modified desc
1244|1|1|0|0|-1|0|57|1|select `issingle` from `tabDocType` where `name` = 'Journal Entry Account' order by modified desc
1245|1|2|0|0|-1|0|29|2|select * from `tabAccount` where lft=380 or rgt=381
1246|1|1|0|0|-1|0|29|1|select `name` from `tabAccount` where `name` = 'Freight and Forwarding Charges - _TC' order by modified desc
1247|1|3|0|0|-1|0|46|3|select * from `tabDocField` where `parenttype` = 'DocType' and `parent` = 'Landed Cost Taxes and Charges' and `parentfield` = 'fields' order by idx asc
1248|1|2|0|0|-1|0|28|2|select `item_code`, `warehouse`, `idx` from `tabMaterial Request Item` where `name` = '6ae9b62aee' and `parent` = '_T-Material Request-00004' order by modified desc
1249|1|1|0|0|-1|0|57|1|select `module` from `tabDocType` where `name` = 'Email Account' order by modified desc
1250|1|1|0|0|-1|0|57|1|select * from `tabDocType` where `name` = 'Salary Component' order by modified desc
1251|1|1|0|0|-1|0|75|1|select `website_image` from `tabItem` where `name` = '_Test Item' order by modified desc
1252|1|3|0|0|-1|0|24|3|select * from `tabPurchase Receipt Item Supplied` where `parenttype` = 'Purchase Receipt' and `parent` = 'PREC-00011' and `parentfield` = 'supplied_items' order by idx asc
1253|1|1|0|0|-1|0|90|1|select `customer`, `company`, `project`, `currency` from `tabSales Order` where `name` = 'SO-00024' order by modified desc
1254|1|1|0|0|-1|0|29|1|select `freeze_account` from `tabAccount` where `name` = 'Capital Equipments - WP' order by modified desc
1255|1|4|0|0|-1|0|15|4|select name from `tabItem Reorder` where parent='_Test Variant Item' and parenttype='Item' and parentfield='reorder_levels' and name not in ('d8938cb19f')
1256|1|2|0|0|-1|0|36|2|select voucher_detail_no, serial_no, actual_qty, warehouse from `tabStock Ledger Entry` where voucher_type='Purchase Receipt' and voucher_no='PREC-00014'
1257|1|1|0|0|-1|0|21|1|select * from `tabProperty Setter` where doc_type='Salary Component'
1258|1|1|0|0|-1|0|52|1|select `abbr` from `tabCompany` where `name` = 'Wind Power LLC' order by modified desc
1259|3|7|1|1|-1|0|56|9|select b.cost_center, ba.budget_amount, b.monthly_distribution, b.action_if_annual_budget_exceeded, b.action_if_accumulated_monthly_budget_exceeded from `tabBudget` b, `tabBudget Account` ba where b.name=ba.parent and b.fiscal_year='_Test Fiscal Year 2013' and ba.account='_Test Account Cost for Goods Sold - _TC' and b.docstatus=1 and exists(select name from `tabCost Center` where lft<=8 and rgt>=9 and name=b.cost_center)
1260|1|4|0|0|-1|0|26|4|select name from `tabPurchase Taxes and Charges` where parent='_T-Purchase Receipt-00006' and parenttype='Purchase Receipt' and parentfield='taxes' and name not in ('ab4a9eb159','2656473d1e','f33bbf9d90')
1261|1|1|0|0|-1|0|29|1|select `freeze_account` from `tabAccount` where `name` = 'Capital Equipments - 7cQ' order by modified desc
1262|1|1|0|0|-1|0|36|1|select `name` from `tabGL Entry` where `account` = 'Accounts Receivable - _TC2' order by modified desc
1263|1|2|0|0|-1|0|29|2|select * from `tabAccount` where lft=215 or rgt=216
1264|1|1|0|0|-1|0|45|1|select * from `tabCommunication` where `name` = 'ec29d1034d' order by modified desc
1265|1|1|0|0|-1|0|32|1|select `owner` from `tabLeave Application` where `name` = 'LAP/00008' order by modified desc
1266|1|1|0|0|-1|0|33|1|select `name` from `tabStudent` where `student_email_id` = 'admin@example.com' order by modified desc
1268|1|3|0|0|-1|0|12|3|select `account` from `tabParty Account` where `parenttype` = 'Supplier' and `company` = '_Test Company' and `parent` = '_Test Supplier USD' order by modified desc
1269|1|1|0|0|-1|0|29|1|select `freeze_account` from `tabAccount` where `name` = 'Entertainment Expenses - _TC' order by modified desc
1270|1|3|0|0|-1|0|11|3|select item_group from `tabWebsite Item Group` where parentfield='website_item_groups' and parenttype='Item' and parent='_Test PPT Item Sub B'
1271|1|2|0|0|-1|0|29|2|select * from `tabAccount` where lft=393 or rgt=394
1272|1|4|0|0|-1|0|26|4|select name from `tabPurchase Taxes and Charges` where parent='_T-Purchase Receipt-00005' and parenttype='Purchase Receipt' and parentfield='taxes' and name not in ('9e749ad710','69bb25c5fa','5591096788')
1273|1|3|0|0|-1|0|35|3|select * from `tabStock Entry Detail` where `parenttype` = 'Stock Entry' and `parent` = 'STE-00007' and `parentfield` = 'items' order by idx asc
1274|1|3|0|0|-1|0|30|3|select * from `tabDocPerm` where `parenttype` = 'DocType' and `parent` = 'Quotation Lost Reason' and `parentfield` = 'permissions' order by idx asc
1275|1|3|0|0|-1|0|26|3|select * from `tabPurchase Taxes and Charges` where `parenttype` = 'Purchase Receipt' and `parent` = 'PREC-00001' and `parentfield` = 'taxes' order by idx asc
1276|2|3|1|0|-1|0|101|5|select dt as parent, fieldname, (select issingle from tabDocType dt where dt.name = df.dt) as issingle from `tabCustom Field` df where df.options='Asset' and df.fieldtype='Link'
1277|1|0|0|0|-1|2|55|0|select max(char_length(`test_custom_field`)) from `tabUser`
1278|1|0|0|0|-1|0|16|0|select distinct reference_type from `tabPurchase Invoice Advance`
1279|1|2|0|0|-1|0|36|2|select voucher_detail_no, serial_no, actual_qty, warehouse from `tabStock Ledger Entry` where voucher_type='Purchase Receipt' and voucher_no='PREC-00015'
1280|1|1|0|0|-1|0|45|1|select * from `tabCommunication` where `name` = 'd3286da0fa' order by modified desc
1281|1|1|0|0|-1|0|29|1|select `company` from `tabAccount` where `name` = 'All Warehouses - _TC1' order by modified desc
1282|1|3|0|0|-1|0|12|3|select * from `tabItem Website Specification` where `parenttype` = 'Item' and `parent` = '_Test PPT Item Sub B' and `parentfield` = 'website_specifications' order by idx asc
1283|1|5|0|0|-1|4|36|6|select *, timestamp(posting_date, posting_time) as "timestamp" from `tabStock Ledger Entry` where item_code = '_Test Item' and warehouse = '_Test Warehouse - _TC' and ifnull(is_cancelled, 'No')='No' and timestamp(posting_date, posting_time) > timestamp('2017-02-09', '12:25:38.316215') and name!='SLE/00000094' order by timestamp(posting_date, posting_time) asc, name asc for update
1284|1|2|0|0|-1|0|29|2|select * from `tabAccount` where lft=269 or rgt=270
1285|1|3|0|0|-1|0|11|3|select item_group from `tabWebsite Item Group` where parentfield='website_item_groups' and parenttype='Item' and parent='_Test PPT Item Sub C'
1286|1|1|0|0|-1|0|29|1|select `balance_must_be` from `tabAccount` where `name` = 'Sales - WP' order by modified desc
1287|1|1|0|0|-1|0|57|1|select `module`, `custom` from `tabDocType` where `name` = 'Landed Cost Purchase Receipt' order by modified desc
1288|1|1|0|0|-1|0|21|1|select * from `tabProperty Setter` where doc_type='Fees'
1289|1|1|0|0|-1|0|29|1|select `report_type`, `root_type` from `tabAccount` where `name` = 'Investments - 7cQ' order by modified desc
1290|1|2|0|0|-1|0|29|2|select * from `tabAccount` where lft=347 or rgt=348
1291|1|1|0|0|-1|0|29|1|select `account_currency` from `tabAccount` where `name` = 'Office Maintenance Expenses - _TC' order by modified desc
1292|1|1|0|0|-1|0|57|1|select `module` from `tabDocType` where `name` = 'Assessment Plan' order by modified desc
1293|1|3|0|0|-1|0|30|3|select * from `tabDocPerm` where `parenttype` = 'DocType' and `parent` = 'Appraisal' and `parentfield` = 'permissions' order by idx asc
1294|1|2|0|0|-1|0|29|2|select * from `tabAccount` where lft=975 or rgt=976
1295|1|1|0|0|-1|0|33|1|select * from `tabCustom DocPerm` where `tabCustom DocPerm`.parent = 'Selling Settings' order by `tabCustom DocPerm`.`modified` ASC
1296|1|2|0|0|-1|0|36|2|select voucher_detail_no, serial_no, actual_qty, warehouse from `tabStock Ledger Entry` where voucher_type='Purchase Receipt' and voucher_no='PREC-00016'
1297|1|3|0|0|-1|0|18|3|select * from `tabBOM Scrap Item` where `parenttype` = 'BOM' and `parent` = 'BOM-_Test PPT Item Sub B-001' and `parentfield` = 'scrap_items' order by idx asc
1298|1|1|0|0|-1|0|25|1|select `owner` from `tabToDo` where `name` = '13e46bd466' order by modified desc
1299|1|1|0|0|-1|0|57|1|select * from `tabDocType` where `name` = 'UOM Conversion Detail' order by modified desc
1300|1|1|0|0|-1|0|29|1|select `freeze_account` from `tabAccount` where `name` = '_Test Warehouse 2 - _TC' order by modified desc
1301|1|0|0|0|-1|0|57|0|select `name`, `module` from `tabDocType` order by `tabDocType`.`modified` DESC
1302|1|4|0|0|-1|0|25|4|select name from `tabPacked Item` where parent='DN-00031' and parenttype='Delivery Note' and parentfield='packed_items' and name not in ('d67304cd69','aa779a68a4')
1303|1|1|0|0|-1|0|57|1|select `module`, `custom` from `tabDocType` where `name` = 'Expense Claim' order by modified desc
1304|1|4|0|0|-1|0|28|4|select name from `tabMaterial Request Item` where parent='MREQ-00003' and parenttype='Material Request' and parentfield='items' and name not in ('51f0693e95')
1305|1|1|0|0|-1|0|21|1|select * from `tabProperty Setter` where doc_type='Project'
1306|1|1|0|0|-1|3|29|1|select ifnull(max(rgt),0)+1 from `tabAccount` where ifnull(`parent_account`,'') =''
1307|1|2|0|0|-1|0|44|2|SELECT * FROM `tabCustom Field` WHERE dt = 'Journal Entry Account' AND docstatus < 2
1308|1|1|0|0|-1|0|33|1|select * from `tabCustom DocPerm` where `tabCustom DocPerm`.parent = 'Fees' order by `tabCustom DocPerm`.`modified` ASC
1309|1|4|0|0|-1|0|11|4|select name from `tabUserRole` where parent='Monthly_test_employee@salary.com' and parenttype='User' and parentfield='user_roles' and name not in ('75590c7b23')
1310|1|1|0|0|-1|0|29|1|select `report_type`, `root_type` from `tabAccount` where `name` = 'Loans (Liabilities) - WP' order by modified desc
1311|1|1|0|0|-1|0|57|1|select `module` from `tabDocType` where `name` = 'Leave Type' order by modified desc
1312|1|1|0|0|-1|0|31|1|select `lft`, `rgt`, `is_group` from `tabWarehouse` where `name` = 'Stores - WP' order by modified desc
1313|1|1|0|0|-1|0|90|1|select * from `tabSales Order` where `name` = 'SO-00028' order by modified desc
1314|1|1|0|0|-1|0|75|1|select `item_group`, `brand` from `tabItem` where `name` = 'Test Variant PRT' order by modified desc
1315|1|2|0|0|-1|0|28|2|select `actual_qty` from `tabBin` where `warehouse` = '_Test Warehouse - _TC' and `item_code` = '_Test Item' order by modified desc
1316|1|4|0|0|-1|4|36|5|select *, timestamp(posting_date, posting_time) as "timestamp" from `tabStock Ledger Entry` where item_code = '_Test Item' and warehouse = '_Test Warehouse - _TC' and ifnull(is_cancelled, 'No')='No' and timestamp(posting_date, posting_time) <= timestamp('2017-02-09', '12:23:40.919933') order by timestamp(posting_date, posting_time) desc, name desc limit 1
1317|1|2|0|0|-1|0|44|2|select name from `tabSalary Slip` where journal_entry='JV-00015' and docstatus < 2
1318|1|1|0|0|-1|0|29|1|select * from `tabAccount` where `name` = 'Legal Expenses - _TC1' order by modified desc
1319|1|1|0|0|-1|0|71|1|select `name` from `tabEmployee` where `name` = '_T-Employee-0001' order by modified desc
1320|1|1|0|0|-1|0|57|1|select * from `tabDocType` where `name` = 'Workflow' order by modified desc
1321|1|2|0|0|-1|0|18|2|select salary_component_abbr from `tabSalary Component` where name!='_Test Basic Salary' and salary_component_abbr='_BS'
1322|1|1|0|0|-1|0|38|1|select `name` from `tabBOM` where `name` = 'BOM-_Test Item Home Desktop Manufactured-001' order by modified desc
1323|2|4|1|0|-1|0|78|6|select ps.doc_type as parent, ps.field_name as fieldname, (select issingle from tabDocType dt where dt.name = ps.doc_type) as issingle from `tabProperty Setter` ps where ps.property_type='options' and ps.field_name is not null and ps.value='Purchase Order'
1324|1|1|0|0|-1|0|26|1|select modified, docstatus from `tabLeave Allocation` where name = '_T-Leave Allocation-00002' for update
1325|1|1|0|0|-1|0|82|1|select `name` from `tabDelivery Note` where `name` = 'DN-00014' order by modified desc
1326|1|1|0|0|-1|0|57|1|select `module` from `tabDocType` where `name` = 'OAuth Bearer Token' order by modified desc
1327|1|1|0|0|-1|0|29|1|select `freeze_account` from `tabAccount` where `name` = '_Test Account Stock Expenses - CFEC' order by modified desc
1328|1|3|0|0|-1|0|11|3|select * from `tabShipping Rule Country` where `parenttype` = 'Shipping Rule' and `parent` = '_Test Shipping Rule - India' and `parentfield` = 'countries' order by idx asc
1329|1|1|0|0|-1|0|20|1|select `name`, `parent`, `parenttype`, `docstatus` from `tabMaintenance Schedule Item` where `sales_order` = 'SO-00027' order by modified desc
1330|1|2|0|0|-1|0|28|2|select `projected_qty` from `tabBin` where `warehouse` = '_Test Warehouse Group-C1 - _TC' and `item_code` = '_Test Item Warehouse Group Wise Reorder' order by modified desc
1331|1|1|0|0|-1|0|29|1|select * from `tabAccount` where `name` = 'Current Liabilities - _TC1' order by modified desc
1332|1|2|0|0|-1|0|46|2|select parent from tabDocField where fieldtype='Table' and options='Event'
1333|1|3|0|0|-1|0|12|3|select * from `tabBudget Account` where `parenttype` = 'Budget' and `parent` = '_Test Project/_Test Fiscal Year 2013/002' and `parentfield` = 'accounts' order by idx asc
1334|1|2|0|0|-1|0|44|2|SELECT * FROM `tabCustom Field` WHERE dt = 'Contact' AND docstatus < 2
1335|1|1|0|0|-1|0|29|1|select `name` from `tabAccount` where `name` = '_Test Accumulated Depreciations - _TC' order by modified desc
1336|1|1|0|0|-1|0|107|1|select modified, docstatus from `tabSales Invoice` where name = 'SINV-00020' for update
1337|1|1|0|0|-1|0|29|1|select `account_currency` from `tabAccount` where `name` = 'Bank Accounts - _TC2' order by modified desc
1338|1|2|0|0|-1|0|3|2|select field, value from tabSingles where field in ('selling_price_list') and doctype='Selling Settings'
1339|1|1|0|0|-1|0|35|1|select `owner` from `tabTask` where `name` = 'TASK00010' order by modified desc
1340|1|1|0|0|-1|1|27|1|select name from `tabItem Group` where ifnull(parent_item_group, '')='All Item Groups'
1341|1|1|0|0|-1|0|32|1|select * from `tabLeave Application` where `name` = 'LAP/00006' order by modified desc
1342|1|3|0|0|-1|0|13|3|select * from `tabUser Email` where `parenttype` = 'User' and `parent` = 'Administrator' and `parentfield` = 'user_emails' order by idx asc
1343|1|1|0|0|-1|0|26|1|select modified, docstatus from `tabLeave Allocation` where name = 'LAL/00013' for update
1344|1|1|0|0|-1|0|36|1|select `name` from `tabGL Entry` where `account` = 'Stock Adjustment - _TC2' order by modified desc
1345|1|1|0|0|-1|0|29|1|select `name` from `tabAccount` where `name` = 'Round Off - _TC1' order by modified desc
1346|1|1|0|0|-1|0|16|1|select `must_be_whole_number` from `tabUOM` where `name` = 'Nos' order by modified desc
1347|1|1|0|0|-1|0|29|1|select `account_currency` from `tabAccount` where `name` = 'Stock Liabilities - _TC' order by modified desc
1348|1|3|0|0|-1|0|15|3|select * from `tabSales Team` where `parenttype` = 'Sales Order' and `parent` = 'SO-00026' and `parentfield` = 'sales_team' order by idx asc
1349|1|1|0|0|-1|0|21|1|select * from `tabProperty Setter` where doc_type='Note'
1350|1|1|0|0|-1|0|3|1|select field, value from tabSingles where doctype='LDAP Settings'
1351|1|3|0|0|-1|0|15|3|select * from `tabSales Team` where `parenttype` = 'Sales Invoice' and `parent` = 'SINV-00004' and `parentfield` = 'sales_team' order by idx asc
1352|1|4|0|0|-1|0|51|4|select name from `tabPurchase Order Item` where parent='PO-00014' and parenttype='Purchase Order' and parentfield='items' and name not in ('f565018337')
1353|1|1|0|0|-1|0|21|1|select * from `tabProperty Setter` where doc_type='Tag Category'
1354|1|2|0|0|-1|0|29|2|select * from `tabAccount` where lft=549 or rgt=550
1355|1|2|0|0|-1|0|36|2|SELECT item_code, stock_value, name, warehouse FROM `tabStock Ledger Entry` sle WHERE posting_date <= '2017-02-09' AND warehouse = '_Test Scrap Warehouse - _TC' ORDER BY timestamp(posting_date, posting_time) DESC, name DESC
1356|1|3|0|0|-1|0|11|3|select * from `tabUserRole` where `parenttype` = 'User' and `parent` = 'Administrator' and `parentfield` = 'user_roles' order by idx asc
1357|1|2|0|0|-1|0|29|2|select * from `tabAccount` where lft=563 or rgt=564
1358|1|1|0|0|-1|0|29|1|select * from `tabAccount` where `name` = '_Test Account Excise Duty - CFEC' order by modified desc
1359|1|4|0|0|-1|0|11|4|select name from `tabUserRole` where parent='test2@example.com' and parenttype='User' and parentfield='user_roles' and name not in ('fb6624c2ad')
1360|1|1|0|0|-1|0|29|1|select `company` from `tabAccount` where `name` = '_Test Bank - _TC1' order by modified desc
1361|1|1|0|0|-1|0|45|1|select * from `tabCommunication` where `name` = '040531bd31' order by modified desc
1362|1|1|0|0|-1|0|29|1|select * from `tabAccount` where `name` = 'Travel Expenses - WP' order by modified desc
1363|1|1|0|0|-1|0|29|1|select `name` from `tabAccount` where `name` = 'Loans and Advances (Assets) - WP' order by modified desc
1364|1|1|0|0|-1|0|29|1|select `name` from `tabAccount` where `name` = '_Test Cash - _TC' order by modified desc
1365|1|2|0|0|-1|0|36|2|select name from `tabGL Entry` where voucher_type='Delivery Note' and voucher_no='DN-00015'
1366|1|2|0|0|-1|0|29|2|select * from `tabAccount` where lft=878 or rgt=879
1367|1|4|0|0|-1|4|36|5|select *, timestamp(posting_date, posting_time) as "timestamp" from `tabStock Ledger Entry` where item_code = '_Test Item Home Desktop 100' and warehouse = '_Test Warehouse 1 - _TC' and ifnull(is_cancelled, 'No')='No' and timestamp(posting_date, posting_time) > timestamp('1900-01-01', '00:00') order by timestamp(posting_date, posting_time) asc, name asc for update
1368|1|2|0|0|-1|0|27|2|select name, event, method from `tabEmail Alert` where `tabEmail Alert`.document_type = 'Course Schedule' and `tabEmail Alert`.enabled = 1.0 order by `tabEmail Alert`.`modified` DESC
1369|1|1|0|0|-1|0|29|1|select * from `tabAccount` where `name` = 'Income - WP' order by modified desc
1370|1|2|0|0|-1|0|27|2|select name, event, method from `tabEmail Alert` where `tabEmail Alert`.document_type = 'Company' and `tabEmail Alert`.enabled = 1.0 order by `tabEmail Alert`.`modified` DESC
1371|1|2|0|0|-1|0|46|2|select parent from tabDocField where fieldtype='Table' and options='Delivery Note Item'
1372|1|4|0|0|-1|4|36|5|select *, timestamp(posting_date, posting_time) as "timestamp" from `tabStock Ledger Entry` where item_code = '_Test Item' and warehouse = '_Test Warehouse - _TC' and ifnull(is_cancelled, 'No')='No' and timestamp(posting_date, posting_time) <= timestamp('2012-12-26', '12:00') order by timestamp(posting_date, posting_time) desc, name desc limit 1
1373|1|1|0|0|-1|0|35|1|select `name` from `tabTask` where `name` = 'TASK00003' order by modified desc
1374|1|1|0|0|-1|0|19|1|select * from `tabBOM Explosion Item` where `name` = '2180b074d8' order by modified desc
1375|1|1|0|0|-1|0|69|1|select `name` from `tabQuotation` where `name` = 'QTN-00003' order by modified desc
1376|1|3|0|0|-1|0|15|3|select * from `tabItem Reorder` where `parenttype` = 'Item' and `parent` = '_Test PPT Item SC A' and `parentfield` = 'reorder_levels' order by idx asc
1377|1|3|0|0|-1|0|29|3|select `name` from `tabAccount` where `is_group` = 1 and `company` = '_Test Company 1' and `account_type` = 'Stock' order by modified desc
1378|1|1|0|0|-1|0|35|1|select `status` from `tabTask` where `name` = 'TASK00003' order by modified desc
1379|1|1|0|0|-1|0|29|1|select `name` from `tabAccount` where `name` = 'Depreciation - 7cQ' order by modified desc
1380|1|3|0|0|-1|0|35|3|select * from `tabStock Entry Detail` where `parenttype` = 'Stock Entry' and `parent` = '_T-Stock Entry-00004' and `parentfield` = 'items' order by idx asc
1381|1|2|0|0|-1|0|3|2|select value from tabSingles where doctype='System Settings' and field='modified' for update
1382|1|1|0|0|-1|0|35|1|select `exp_end_date` from `tabTask` where `name` = 'TASK00013' order by modified desc
1383|1|2|0|0|-1|0|36|2|select name, docstatus from `tabGL Entry` where against_voucher_type='Purchase Order' and against_voucher='PO-00014'
1384|1|2|0|0|-1|0|27|2|select name, event, method from `tabEmail Alert` where `tabEmail Alert`.document_type = 'Version' and `tabEmail Alert`.enabled = 1.0 order by `tabEmail Alert`.`modified` DESC
1385|1|1|0|0|-1|0|29|1|select `name`, `is_group`, `company` from `tabAccount` where `name` = '_Test Account Tax Assets - CFEC' order by modified desc
1386|1|2|0|0|-1|0|44|2|SELECT * FROM `tabCustom Field` WHERE dt = 'UOM Conversion Detail' AND docstatus < 2
1387|1|5|0|0|-1|4|36|6|select *, timestamp(posting_date, posting_time) as "timestamp" from `tabStock Ledger Entry` where item_code = '_Test Item' and warehouse = '_Test Warehouse - _TC' and ifnull(is_cancelled, 'No')='No' and timestamp(posting_date, posting_time) > timestamp('2017-02-09', '12:25:39.111272') and name!='SLE/00000095' order by timestamp(posting_date, posting_time) asc, name asc for update
1388|1|3|0|0|-1|0|18|3|select * from `tabSalary Detail` where `parenttype` = 'Salary Structure' and `parent` = 'Fortnightly Salary Structure Test for Salary Slip' and `parentfield` = 'earnings' order by idx asc
