queryNo|tables|conditions|subqueries|joins|paths|functions|total columns|used columns|query
288|1|1|0|0|2|0|75|1|select name, item_name, docstatus, description, image, is_sub_contracted_item, stock_uom, default_bom, last_purchase_rate from `tabItem` where name='_Test PPT Item SC B'
289|1|0|0|0|1|2|25|0|select max(char_length(`role`)) from `tabToDo`
290|1|2|0|0|6|0|55|2|select name, full_name as fullname, user_image as image, gender, email, username from tabUser where enabled=1 and user_type!='Website User'
291|2|4|1|0|13|0|67|5|SELECT item_code, stock_value, name, warehouse FROM `tabStock Ledger Entry` sle WHERE posting_date <= '2017-02-09' and exists ( select name from `tabWarehouse` wh where wh.name = sle.warehouse and wh.lft >= 0 and wh.rgt <= 0) ORDER BY timestamp(posting_date, posting_time) DESC, name DESC
292|1|1|0|0|2|0|38|1|select `item` from `tabBOM` where `name` = 'BOM-_Test PPT Item Sub A-001' order by modified desc
293|1|1|0|0|3|0|15|1|select distinct `invoice_type`, parenttype from `tabPayment Reconciliation Invoice` where `invoice_type`='Role'
294|1|0|0|0|0|0|45|0|select distinct link_doctype from `tabCommunication`
295|1|2|0|0|5|0|19|2|select `name` from `tabPayment Gateway Account` where `is_default` = 1 and `name` != '_Test Gateway - INR' order by modified desc
296|1|1|0|0|2|0|19|1|select * from `tabNote` where `name` = 'test note' order by modified desc
297|1|4|0|0|8|0|11|4|select name from `tabPOS Customer Group` where parent='6125d62f89' and parenttype='POS Profile' and parentfield='customer_groups' and name not in ('dae1310fc9')
299|1|3|0|0|7|0|36|3|select `stock_value_difference` from `tabStock Ledger Entry` where `voucher_no` = '_T-Purchase Receipt-00003' and `voucher_type` = 'Purchase Receipt' and `voucher_detail_no` = 'ff6bdc40b8' order by modified desc
300|1|1|0|0|2|0|39|1|select `name` from `tabEmail Digest` where `name` = 'Default Weekly Digest - Wind Power LLC' order by modified desc
301|1|1|0|0|2|0|21|1|select is_lwp from `tabLeave Type` where name = '_Test Leave Type'
302|1|1|0|0|3|0|14|1|select `parent` from `tabSalary Structure Employee` where `employee` = '_T-Employee-0001' order by modified desc
303|1|1|0|0|2|0|41|1|select `name` from `tabSerial No` where `name` = 'ABCD00002' order by modified desc
304|1|1|0|0|3|0|18|1|select `name` from `tabLanguage` where `language_name` = 'english' order by modified desc
305|1|1|0|0|2|0|23|1|select * from `tabSales Person` where `name` = 'Sales Team' order by modified desc
306|1|0|0|0|0|0|19|0|select distinct prevdoc_doctype from `tabMaintenance Visit Purpose`
307|1|1|0|0|3|0|23|1|select `name` from `tabSales Person` where `employee` = '_T-Employee-0003' order by modified desc
308|1|1|0|0|2|0|98|1|select modified, docstatus from `tabPurchase Invoice` where name = 'PINV-00001' for update
309|1|2|0|0|5|0|15|2|select * from `tabTop Bar Item` where parent='Website Settings' and parentfield= 'top_bar_items' order by idx asc
310|1|0|0|0|1|2|34|0|select max(char_length(`ref_type`)) from `tabEvent`
311|2|5|0|1|15|2|65|6|select sum(t1.debit) - sum(t1.credit) as balance from `tabGL Entry` t1, `tabAccount` t2 where t1.account = t2.name and t2.report_type = 'Profit and Loss' and t2.docstatus < 2 and t2.company = '_Test Company' and t1.posting_date between '2017-01-01' and '2017-02-09'
312|2|8|0|1|19|0|66|9|select 'Payment Entry' as reference_type, t1.name as reference_name, t1.remarks, t2.allocated_amount as amount, t2.name as reference_row, t2.reference_name as against_order, t1.posting_date from `tabPayment Entry` t1, `tabPayment Entry Reference` t2 where t1.name = t2.parent and t1.paid_to = 'Creditors - _TC' and t1.payment_type = 'Pay' and t1.party_type = 'Supplier' and t1.party = '_Test Supplier' and t1.docstatus = 1 and t2.reference_doctype = 'Purchase Order' and t2.reference_name in ('PO-00006')
313|1|1|0|0|3|0|26|1|select `name` from `tabContact` where `email_id` = 'test_max_users@example.com' order by modified desc
314|1|2|0|0|6|0|27|2|select name from `tabItem Group` where lft <= 1 and rgt >= 10
315|1|1|0|0|2|0|45|1|select `name` from `tabCommunication` where `name` = '9f45c70d23' order by modified desc
316|1|1|0|0|2|0|36|1|select * from `tabStock Ledger Entry` where `name` = 'SLE/00000048' order by modified desc
318|1|1|0|0|4|2|30|1|select sum(ifnull(file_size,0)) from tabFile where folder='Home'
319|1|3|0|0|8|0|69|3|select `name` from `tabQuotation` where `status` != 'Lost' and `docstatus` = 1 and `lead` = '_T-Lead-00001' order by modified desc
320|1|1|0|0|2|0|35|1|select name from `tabCustomer` where name='_Test Customer 1 Renamed' for update
321|1|4|0|0|8|0|11|4|select name from `tabUserRole` where parent='test1@example.com' and parenttype='User' and parentfield='user_roles' and name not in ('714c7cb0fa','428fc73a24')
322|1|2|0|0|6|0|21|2|select `name` from `tabCost Center` where `company` = 'Wind Power LLC' and `is_group` = 0 order by modified desc
323|1|1|0|0|2|0|17|1|select * from `tabAcademic Year` where `name` = '2014-2015' order by modified desc
324|1|1|0|0|2|0|29|1|select `freeze_account` from `tabAccount` where `name` = 'Capital Equipments - _TC' order by modified desc
325|1|1|0|0|3|0|14|1|select `name`, `parent`, `parenttype`, `docstatus` from `tabSales Invoice Timesheet` where `time_sheet` = 'TS-00001' order by modified desc
326|1|0|0|0|1|2|55|0|select max(char_length(`fb_username`)) from `tabUser`
327|1|1|0|0|3|0|12|1|select defkey, defvalue from `tabDefaultValue` where parent = '__global' order by creation
328|1|1|0|0|2|0|21|1|select `name` from `tabPeriod Closing Voucher` where `name` = 'PCE/001' order by modified desc
329|1|3|0|0|7|0|12|3|select * from `tabItem Tax` where `parenttype` = 'Item' and `parent` = '_Test PPT Item Raw C' and `parentfield` = 'taxes' order by idx asc
330|1|1|0|0|2|0|38|1|select `quantity` from `tabBOM` where `name` = 'BOM-_Test FG Item-001' order by modified desc
331|1|1|0|0|2|0|90|1|select `status` from `tabSales Order` where `name` = 'SO-00025' order by modified desc
332|1|1|0|0|2|0|23|1|select lft, rgt from `tabSales Person` where name='Sales Team'
333|2|4|0|1|10|0|131|4|select pr.name, pr.posting_date, pr.posting_time, pr.conversion_rate, pr_item.conversion_factor, pr_item.base_price_list_rate, pr_item.discount_percentage, pr_item.base_rate from `tabPurchase Receipt` pr, `tabPurchase Receipt Item` pr_item where pr.docstatus = 1 and pr_item.item_code = '_Test Item' and pr.name != 'PREC-00002' and pr.name = pr_item.parent order by pr.posting_date desc, pr.posting_time desc, pr.name desc limit 1
334|1|3|0|0|7|0|19|3|select * from `tabPurchase Order Item Supplied` where `parenttype` = 'Purchase Order' and `parent` = 'PO-00001' and `parentfield` = 'supplied_items' order by idx asc
335|1|1|0|0|3|0|55|1|select * from `tabUser` where `email` = 'test@example.com' order by modified desc
336|1|3|0|0|8|1|25|3|select count(*) from `tabToDo` where `tabToDo`.status = 'Open' and (`tabToDo`.owner = 'Administrator' or `tabToDo`.assigned_by = 'Administrator')
337|1|2|0|0|6|0|29|2|select name from `tabAccount` where lft <= 325 and rgt >= 330
338|1|4|0|0|8|0|26|4|select name from `tabPurchase Taxes and Charges` where parent='_T-Purchase Receipt-00005' and parenttype='Purchase Receipt' and parentfield='taxes' and name not in ('9e749ad710','69bb25c5fa','5591096788')
339|1|1|0|0|3|0|23|1|select name, route from `tabBlog Post` where `tabBlog Post`.published = 0.0 order by `tabBlog Post`.`modified` desc limit 0, 1
340|1|1|0|0|2|0|35|1|select modified, docstatus from `tabTask` where name = 'TASK00011' for update
341|1|4|0|0|8|0|55|4|select name from `tabSales Invoice Item` where parent='SINV-00013' and parenttype='Sales Invoice' and parentfield='items' and name not in ('0e89fd8c03')
342|1|1|0|0|2|0|35|1|select * from `tabTask` where `name` = 'TASK00010' order by modified desc
343|1|3|0|0|7|0|14|3|select * from `tabTarget Detail` where `parenttype` = 'Territory' and `parent` = 'All Territories' and `parentfield` = 'targets' order by idx asc
344|1|1|0|0|2|0|30|1|select * from `tabWeb Page` where `name` = 'test-web-page-4' order by modified desc
345|1|4|0|0|10|0|36|4|select account_currency from `tabGL Entry` where docstatus=1 and company='_Test Company' and party_type='Supplier' and party='_Test Supplier 1' limit 1
346|1|3|0|0|9|2|36|3|select sum(debit_in_account_currency) - sum(credit_in_account_currency) from `tabGL Entry` where against_voucher_type='Asset' and against_voucher='Macbook Pro 1' and account = '_Test Accumulated Depreciations - _TC'
347|1|0|0|0|0|0|28|0|select `tabEmail Queue`.`name` from `tabEmail Queue` order by `tabEmail Queue`.`modified` desc
348|1|2|0|0|5|0|36|2|select `name` from `tabGL Entry` where `voucher_no` = 'JV-00016' and `voucher_type` = 'Journal Entry' order by modified desc
349|1|1|0|0|2|0|45|1|select modified, docstatus from `tabCommunication` where name = 'd5c37abf81' for update
350|1|0|0|0|1|2|55|0|select max(char_length(`fb_userid`)) from `tabUser`
351|1|2|0|0|6|0|19|2|select `name` from `tabWorkflow` where `document_type` = 'Event' and `is_active` = 1 order by modified desc
353|1|0|0|0|0|0|29|0|select name from `tabAccount` order by RAND() limit 0,1
355|1|4|0|0|8|0|12|4|select name from `tabDaily Work Summary Settings Company` where parent='Daily Work Summary Settings' and parenttype='Daily Work Summary Settings' and parentfield='companies' and name not in ('de97df60ee')
356|1|1|0|0|3|0|57|1|select name from tabDocType where istable=1
357|1|1|0|0|2|0|41|1|select * from `tabSerial No` where `name` = 'ABCD' order by modified desc
358|1|1|0|0|2|0|29|1|select `report_type`, `root_type` from `tabAccount` where `name` = 'Tax Assets - WP' order by modified desc
359|1|1|0|0|2|0|27|1|select `status` from `tabMaterial Request` where `name` = '_T-Material Request-00005' order by modified desc
360|1|3|0|0|7|0|12|3|select * from `tabMode of Payment Account` where `parenttype` = 'Mode of Payment' and `parent` = 'Cash' and `parentfield` = 'accounts' order by idx asc
361|1|1|0|0|3|0|18|1|select field_name from `tabKanban Board` where `tabKanban Board`.reference_doctype = 'User' order by `tabKanban Board`.`modified` DESC
362|1|0|0|0|0|0|36|0|select distinct voucher_type from `tabStock Ledger Entry`
363|1|4|0|0|8|0|14|4|select name from `tabSalary Structure Employee` where parent='Monthly Salary Structure Test for Salary Slip' and parenttype='Salary Structure' and parentfield='employees' and name not in ('500b837327','9c7c22b312')
364|1|2|0|0|5|0|28|2|select projected_qty from `tabBin` where item_code = '_Test PPT Item SC A' and warehouse = '_Test Warehouse - _TC'
365|1|1|0|0|3|0|75|1|select `name` from `tabItem` where `item_code` = '_Test Variant Item-S' order by modified desc
366|1|3|0|0|8|0|28|3|select parent from `tabJournal Entry Account` where reference_type='Journal Entry' and reference_name='JV-00024' and docstatus < 2
367|1|1|0|0|2|0|22|1|select `name` from `tabWorkstation` where `name` = '_Test Workstation 1' order by modified desc
368|1|1|0|0|3|0|18|1|select distinct `payment_document`, parenttype from `tabBank Reconciliation Detail` where `payment_document`='Role'
369|1|1|0|0|3|0|33|1|select `name` from `tabStudent` where `student_email_id` = 'test@erpnext.com' order by modified desc
370|2|5|0|1|14|0|66|5|select distinct user.name from tabUserRole user_role, tabUser user where user_role.role='System Manager' and user.docstatus<2 and user.enabled=1 and user_role.parent = user.name and user_role.parent not in ('Administrator', 'test_max_users@example.com') limit 1
371|1|1|0|0|3|0|19|1|select distinct `reference_type`, parenttype from `tabPayment Reconciliation Payment` where `reference_type`='Role'
372|2|6|0|1|22|6|65|8|select t1.account, sum(t1.debit) - sum(t1.credit) as balance, sum(t1.debit_in_account_currency) - sum(t1.credit_in_account_currency) as balance_in_account_currency from `tabGL Entry` t1, `tabAccount` t2 where t1.account = t2.name and t2.root_type = 'Expense' and t2.docstatus < 2 and t2.company = '_Test Company' and t1.posting_date between '2017-01-01' and '2017-02-09' group by t1.account having sum(t1.debit) > sum(t1.credit) limit 1
373|1|2|0|0|5|0|17|2|select name from `tabRole` where desk_access=1 and name in ('Administrator', 'System Manager', 'Accounts Manager', 'Accounts User', 'All', 'Blogger', 'Guest', 'Knowledge Base Contributor', 'Knowledge Base Editor', 'Maintenance Manager', 'Maintenance User', 'Newsletter Manager', 'Purchase Manager', 'Purchase Master Manager', 'Purchase User', 'Report Manager', 'Sales Manager', 'Sales Master Manager', 'Sales User', 'Website Manager', 'Stock User', 'Auditor', 'Stock Manager', 'Manufacturing Manager', 'Supplier', 'Projects User', 'Projects Manager', 'HR User', 'Manufacturing User', 'Item Manager', 'HR Manager', 'Fleet Manager', 'Leave Approver', 'Expense Approver', 'Quality Manager', 'Support Team', 'Instructor', 'Customer', 'Student', 'Analytics', '_Test Role 3', '_Test Role 2', '_Test Role', 'Stock User', '_Test Role 4') limit 1
374|1|2|0|0|5|0|71|2|select name, user_id from `tabEmployee` where `tabEmployee`.status = 'Active' and `tabEmployee`.company = '_Test Company' order by `tabEmployee`.`modified` DESC
375|1|1|0|0|2|0|18|1|select modified, docstatus from `tabBlog Category` where name = '_Test Blog Category 1' for update
376|1|1|0|0|3|0|28|1|select `name` from `tabEmail Queue` where `reference_name` = 'EV00006' order by modified desc
377|1|1|0|0|3|0|34|1|select distinct * from `tabEvent` where `tabEvent`.owner = 'Administrator' order by `tabEvent`.`modified` desc limit 0, 20
378|1|1|0|0|2|0|34|1|select `owner` from `tabEvent` where `name` = 'EV00006' order by modified desc
379|1|1|0|0|2|0|43|1|select `name` from `tabSupplier Quotation Item` where `name` = 'b2008c66cd' order by modified desc
381|1|1|0|0|2|0|25|1|select `owner` from `tabToDo` where `name` = '2969f8e4ec' order by modified desc
382|1|1|0|0|2|0|38|1|select `lead_name`, `company_name` from `tabLead` where `name` = '_T-Lead-00001' order by modified desc
383|1|1|0|0|3|0|69|1|select `tabQuotation`.`name` from `tabQuotation` where `tabQuotation`.lead = '_T-Lead-00001' order by `tabQuotation`.docstatus asc, `tabQuotation`.`modified` DESC
384|1|5|0|0|10|0|29|4|select name, warehouse from tabAccount where account_type = 'Stock' and (warehouse is not null and warehouse != '') and is_group=0 and name in ('_Test Account Stock In Hand - _TC')
385|1|3|0|0|9|0|28|3|select * FROM `tabPrint Format` WHERE doc_type='Workflow' AND docstatus<2 and disabled=0
386|1|0|0|0|0|0|57|0|select `name`, `module` from `tabDocType` order by `tabDocType`.`modified` DESC
387|1|3|0|0|8|0|29|3|select `name` from `tabAccount` where `company` = 'Wind Power LLC' and `is_group` = 1 and `account_name` = 'Duties and Taxes' order by modified desc
388|1|1|0|0|2|0|43|1|select `name` from `tabProduction Order` where `name` = 'PRO-00008' order by modified desc
389|1|1|0|0|3|0|17|1|select source_name, target_name from `tabTranslation` where `tabTranslation`.language = 'es-MX' order by `tabTranslation`.`modified` DESC
390|1|1|0|0|2|0|18|1|select `name`, `salary_component_abbr` from `tabSalary Component` where `name` = '_Test Allowance' order by modified desc
391|1|1|0|0|2|0|52|1|select * from `tabCompany` where `name` = 'Wind Power LLC' order by modified desc
392|1|1|0|0|2|0|26|1|select modified, docstatus from `tabLeave Allocation` where name = 'LAL/00007' for update
393|1|3|0|0|7|0|36|3|select `actual_qty` from `tabStock Ledger Entry` where `warehouse` = '_Test Rejected Warehouse - _TC' and `voucher_no` = 'PREC-00009' and `voucher_type` = 'Purchase Receipt' order by modified desc
394|1|3|0|0|7|0|12|3|select `account` from `tabParty Account` where `parenttype` = 'Customer' and `company` = 'Wind Power LLC' and `parent` = 'Party Status Test - 1' order by modified desc
395|1|2|0|0|6|0|27|2|select name, event, method from `tabEmail Alert` where `tabEmail Alert`.document_type = 'Opportunity Item' and `tabEmail Alert`.enabled = 1.0 order by `tabEmail Alert`.`modified` DESC
396|1|2|0|0|5|0|46|2|select parent from tabDocField where (fieldtype='Table' and options='Role')
397|1|1|0|0|2|0|29|1|select `name` from `tabSupplier` where `name` = '_Test Supplier 1' order by modified desc
398|1|4|0|0|8|0|12|4|select name from `tabBudget Account` where parent='_Test Project/_Test Fiscal Year 2013/003' and parenttype='Budget' and parentfield='accounts' and name not in ('401e36b4e1')
399|1|1|0|0|3|0|21|1|select name from `tabCost Center` where company='India - Chart of Accounts'
400|1|3|0|0|9|0|38|3|select `name` from `tabBOM` where `is_default` = 1 and `item` = '_Test Variant Item' and `docstatus` = 1 order by modified desc
401|1|1|0|0|2|0|107|1|select `outstanding_amount` from `tabSales Invoice` where `name` = 'PINV-00006' order by modified desc
402|1|1|0|0|2|0|29|1|select `supplier_type` from `tabSupplier` where `name` = '_Test Supplier USD' order by modified desc
403|1|4|0|0|10|2|36|3|SELECT sum(debit_in_account_currency) - sum(credit_in_account_currency) FROM `tabGL Entry` gle WHERE posting_date <= '2017-02-09 12:27:02.311040' and posting_date >= '2017-01-01' and voucher_type != 'Period Closing Voucher' and gle.account = '_Test Account Cost for Goods Sold - _TC'
404|2|7|1|0|19|0|91|6|select name from `tabItem` item where variant_of='_Test Numeric Template Item' and exists ( select name from `tabItem Variant Attribute` iv_attribute where iv_attribute.parent=item.name and ((iv_attribute.attribute='Test Item Length' and iv_attribute.attribute_value='1.1') or (iv_attribute.attribute='Test Size' and iv_attribute.attribute_value='Large')) and parent != '_Test Numeric Variant-L-1.1' )
405|1|1|0|0|3|0|38|1|select name from `tabBOM` where item='_Test PPT Item SC B'
406|1|2|0|0|6|0|23|2|select * from `tabSales Person` where lft=6 or rgt=7
407|1|1|0|0|2|0|71|1|select `employee_name` from `tabEmployee` where `name` = 'EMP-0003' order by modified desc
408|1|3|0|0|7|0|26|3|select * from `tabPurchase Taxes and Charges` where `parenttype` = 'Purchase Receipt' and `parent` = 'PREC-00007' and `parentfield` = 'taxes' order by idx asc
409|1|1|0|0|2|0|41|1|select `supplier` from `tabSerial No` where `name` = 'ABCD00011' order by modified desc
410|1|1|0|0|2|0|71|1|select modified, docstatus from `tabEmployee` where name = '_T-Employee-0002' for update
411|1|1|0|0|2|0|37|1|select `status` from `tabAsset` where `name` = 'Macbook Pro 1' order by modified desc
412|1|1|0|0|2|0|51|1|select `rate` from `tabPurchase Order Item` where `name` = 'cac0a55433' order by modified desc
413|1|1|0|0|2|0|29|1|select `account_currency` from `tabAccount` where `name` = 'Commission on Sales - WP' order by modified desc
414|1|1|0|0|2|0|21|1|select `symbol` from `tabCurrency` where `name` = 'INR' order by modified desc
415|1|1|0|0|3|0|12|1|select `name`, `parent`, `parenttype`, `docstatus` from `tabSalary Slip Timesheet` where `time_sheet` = 'TS-00001' order by modified desc
417|1|1|0|0|2|0|27|1|select `default_income_account` from `tabItem Group` where `name` = '_Test Item Group' order by modified desc
418|1|1|0|0|2|0|69|1|select `company`, `currency` from `tabQuotation` where `name` = 'QTN-00002' order by modified desc
420|1|2|0|0|6|0|30|2|select * from `tabFile` where lft=9 or rgt=10
421|1|2|0|0|5|0|28|2|select `name` from `tabBin` where `warehouse` = '_Test Warehouse - _TC' and `item_code` = '_Test PPT Item Sub B' order by modified desc
422|1|2|0|0|6|0|15|2|select name from `tabProduct Bundle` where new_item_code='_Test Mix Product Bundle' and docstatus != 2
423|1|5|0|0|9|0|18|3|select name from `tabFiscal Year` where ( ('2021-01-01' between year_start_date and year_end_date) or ('2021-12-31' between year_start_date and year_end_date) or (year_start_date between '2021-01-01' and '2021-12-31') or (year_end_date between '2021-01-01' and '2021-12-31') ) and name!='_Test Fiscal Year 2021'
424|1|1|0|0|2|0|76|1|select `docstatus` from `tabPurchase Receipt` where `name` = 'PREC-00008' order by modified desc
425|1|2|0|0|5|2|55|2|select max(ifnull(last_active, '2000-01-01 00:00:00')) from `tabUser` where user_type = 'System User' and name not in ('Guest', 'Administrator')
426|1|1|0|0|3|0|36|1|select distinct `voucher_type`, parenttype from `tabGL Entry` where `voucher_type`='Role'
427|1|2|0|0|5|0|36|2|select * from `tabStock Ledger Entry` where voucher_type='Stock Reconciliation' and voucher_no='SR/00003'
428|1|1|0|0|2|0|21|1|select * from `tabCost Center` where `name` = '_Test Cost Center - _TC' order by modified desc
429|1|1|0|0|2|0|21|1|select `name` from `tabCurrency` where `name` = 'EUR' order by modified desc
431|1|1|0|0|2|0|55|1|select `name` from `tabUser` where `name` = 'test_import_userrole@example.com' order by modified desc
432|1|4|0|0|11|0|26|5|select name from `tabLeave Allocation` where employee='_T-Employee-0002' and leave_type='_Test Leave Type' and docstatus=1 and '2013-01-01' between from_date and to_date
433|1|1|0|0|2|0|71|1|select `date_of_joining` from `tabEmployee` where `name` = 'EMP-0003' order by modified desc
434|1|2|0|0|5|0|36|2|select `incoming_rate`, `stock_value_difference` from `tabStock Ledger Entry` where `voucher_no` = 'DN-00018' and `voucher_type` = 'Delivery Note' order by modified desc
435|1|1|0|0|2|0|57|1|select issingle from tabDocType where name='User'
436|1|2|0|0|5|0|28|2|select ordered_qty, reserved_qty from `tabBin` where `tabBin`.warehouse = '_Test Warehouse - _TC' and `tabBin`.item_code = '_Test Item for Drop Shipping' order by `tabBin`.`modified` desc
437|1|1|0|0|2|0|55|1|select `project`, `item_code`, `uom` from `tabPurchase Receipt Item` where `name` = 'dca5ce203a' order by modified desc
438|1|2|0|0|7|1|28|2|select `tabAuto Email Report`.`name` from `tabAuto Email Report` where ifnull(`tabAuto Email Report`.frequency, '') in ('Daily', 'Weekly') and `tabAuto Email Report`.enabled = 1.0 order by `tabAuto Email Report`.`modified` DESC
440|1|1|0|0|3|0|29|1|select name from tabAccount where company='COA from Existing Company'
441|1|0|0|0|1|2|55|0|select max(char_length(`name`)) from `tabUser`
442|1|1|0|0|2|0|44|1|select * from `tabCustom Field` where `name` = 'User-test_custom_field' order by modified desc
443|1|1|0|0|3|0|36|1|select distinct `voucher_type`, parenttype from `tabStock Ledger Entry` where `voucher_type`='Role'
444|2|3|0|1|7|0|31|3|select i.numeric_values, v.abbr from `tabItem Attribute` i left join `tabItem Attribute Value` v on (i.name=v.parent) where i.name='Test Size' and v.attribute_value='Small'
445|1|2|0|0|5|0|36|2|select name from `tabStock Ledger Entry` where voucher_type='Stock Entry' and voucher_no='STE-00009'
446|1|1|0|0|2|0|29|1|select lft, rgt from `tabAccount` where name='Current Assets - _TC2'
447|1|1|0|0|2|0|17|1|select modified, docstatus from `tabActivity Type` where name = '_Test Activity Type' for update
448|1|4|0|0|8|0|55|4|select name from `tabPurchase Invoice Item` where parent='PINV-00001' and parenttype='Purchase Invoice' and parentfield='items' and name not in ('1295c79e1f')
449|1|1|0|0|2|0|90|1|select `modified` from `tabSales Order` where `name` = 'SO-00022' order by modified desc
450|1|0|0|0|1|2|25|0|select max(char_length(`parent`)) from `tabToDo`
451|1|1|0|0|2|0|44|1|select `name` from `tabCustom Field` where `name` = 'User-test_custom_field' order by modified desc
452|1|4|0|0|8|0|11|4|select name from `tabUserRole` where parent='test_import_userrole@example.com' and parenttype='User' and parentfield='user_roles' and name not in ('49ea7133f9')
453|1|2|0|0|6|0|29|2|select name from tabAccount where company='Wind Power LLC' and docstatus<2 limit 1
454|1|1|0|0|2|0|23|1|select * from `tabBOM Item` where `name` = 'a33c2aae0c' order by modified desc
455|1|2|0|0|5|0|17|2|select name from `tabRole` where desk_access=1 and name in ('_Test Role', 'System Manager', 'Employee', 'Blogger', '_Test Role 3', '_Test Role 2', 'Website Manager', 'Sales User', 'Sales Manager', 'Stock User') limit 1
457|1|1|0|0|2|0|17|1|select * from `tabAddress Template` where `name` = 'India' order by modified desc
458|1|0|0|0|1|2|55|0|select max(char_length(`github_userid`)) from `tabUser`
459|1|1|0|0|3|0|44|1|select `name` from `tabSalary Slip` where `employee` = 'EMP-0004' order by modified desc
460|1|2|0|0|6|0|44|2|SELECT * FROM `tabCustom Field` WHERE dt = 'Some DocType' AND docstatus < 2
461|1|1|0|0|3|0|25|1|select distinct `reference_type`, parenttype from `tabToDo` where `reference_type`='Role'
462|1|1|0|0|2|0|34|1|select `status` from `tabIssue` where `name` = '_T-Issue-00001' order by modified desc
463|1|1|0|0|2|0|69|1|select * from `tabQuotation` where `name` = 'QTN-00003' order by modified desc
464|1|3|0|0|7|0|55|3|select `name` from `tabUser` where `enabled` = 1 and `name` = 'sukh@yyy.com' and `user_type` = 'System User' order by modified desc
465|1|1|0|0|2|0|29|1|select `account_currency`, `company` from `tabAccount` where `name` = '_Test Account Cost for Goods Sold - _TC' order by modified desc
466|1|1|0|0|3|0|19|1|select name, from_range, to_range, increment from `tabItem Attribute` where `tabItem Attribute`.numeric_values = 1.0 order by `tabItem Attribute`.`modified` DESC
467|1|3|0|0|7|0|51|3|select * from `tabPurchase Order Item` where `parenttype` = 'Purchase Order' and `parent` = 'PO-00008' and `parentfield` = 'items' order by idx asc
468|1|1|0|0|2|0|30|1|select * from `tabFile` where `name` = 'ac145fc50e' order by modified desc
469|1|0|0|0|0|0|49|0|select distinct party_type from `tabPayment Entry`
470|2|2|0|1|6|0|59|3|select `tabWeb Form`.`doc_type`, `tabWeb Form`.`name`, `tabWeb Form`.`modified`, `tabWeb Form`.`docstatus` from `tabWeb Form` left join `tabPortal Menu Item` on (`tabPortal Menu Item`.parent = `tabWeb Form`.name) where `tabPortal Menu Item`.role = 'System Manager' order by `tabWeb Form`.`modified` DESC
471|1|1|0|0|2|0|90|1|select advance_paid from `tabSales Order` where name='SO-00033'
472|1|1|0|0|2|0|55|1|select `name` from `tabUser` where `name` like 'Admin%' order by modified desc
473|1|2|0|0|5|0|28|2|select `projected_qty` from `tabBin` where `warehouse` = '_Test Warehouse - _TC' and `item_code` = '_Test Variant Item-S' order by modified desc
474|1|1|0|0|2|0|52|1|select `default_payable_account` from `tabCompany` where `name` = '_Test Company 1' order by modified desc
475|1|1|0|0|2|0|57|1|select `issingle` from `tabDocType` where `name` = 'Quality Inspection' order by modified desc
476|1|2|0|0|5|0|28|2|select indented_qty from `tabBin` where item_code= '_Test FG Item' and warehouse= '_Test Warehouse - _TC'
477|1|1|0|0|2|0|31|1|select lft, rgt from `tabWarehouse` where name='_Test Warehouse Group - _TC'
478|1|1|0|0|3|0|26|1|select distinct `customer_or_item`, parenttype from `tabAuthorization Rule` where `customer_or_item`='Role'
479|1|2|0|0|4|0|18|2|select salary_component_abbr from `tabSalary Component` where name!='_Test Basic Salary' and salary_component_abbr='_BS'
480|3|15|2|0|43|15|66|23|select name, subject, description, starts_on, ends_on, owner, all_day, event_type, repeat_this_event, repeat_on,repeat_till, monday, tuesday, wednesday, thursday, friday, saturday, sunday from tabEvent where (( (date(starts_on) between date('2017-02-09') and date('2017-02-09')) or (date(ends_on) between date('2017-02-09') and date('2017-02-09')) or (date(starts_on) <= date('2017-02-09') and date(ends_on) >= date('2017-02-09')) ) or ( date(starts_on) <= date('2017-02-09') and repeat_this_event=1 and ifnull(repeat_till, '3000-01-01') > date('2017-02-09') )) and ifnull(send_reminder,0)=1 and (event_type='Public' or owner='test@example.com' or exists(select name from `tabDocShare` where tabDocShare.share_doctype='Event' and `tabDocShare`.share_name=tabEvent.name and tabDocShare.user='test@example.com') or exists(select * from `tabEvent Role` where `tabEvent Role`.parent=tabEvent.name and `tabEvent Role`.role in ('System Manager', '_Test Role', 'Employee', 'All', 'Guest'))) order by starts_on
481|1|1|0|0|3|0|45|1|select distinct `timeline_doctype`, parenttype from `tabCommunication` where `timeline_doctype`='Role'
482|1|1|0|0|2|0|75|1|select `default_supplier` from `tabItem` where `name` = '_Test Item Home Desktop 100' order by modified desc
483|1|3|0|0|11|2|76|3|select name from `tabPurchase Receipt` where ifnull(`tabPurchase Receipt`.status, '') not in ('Completed', 'Closed') and ifnull(`tabPurchase Receipt`.docstatus, 0) < 2.0 and `tabPurchase Receipt`.supplier = '_Test Supplier' order by `tabPurchase Receipt`.docstatus asc, `tabPurchase Receipt`.`modified` DESC limit 0, 1
484|1|1|0|0|3|0|35|1|select `name` from `tabCustomer` where `lead_name` = '_T-Lead-00001' order by modified desc
485|1|1|0|0|2|0|22|1|select `hour_rate` from `tabWorkstation` where `name` = '_Test Workstation 1' order by modified desc
486|1|2|0|0|6|0|21|2|select distinct share_doctype from `tabDocShare` where `user`='Administrator' and `read`=1
487|1|3|0|0|4|0|6|3|select `password` from `__Auth` where doctype='Email Account' and name='Test Email Account Password' and fieldname='password'
